Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Total_Cmp,Total_Att,Total_CmpPct,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_CmpPct,Medium_Cmp,Medium_Att,Medium_CmpPct,Long_Cmp,Long_Att,Long_CmpPct,Unnamed: 23_level_0_Ast,Unnamed: 24_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 27_level_0_KP,Unnamed: 28_level_0_1_3,Unnamed: 29_level_0_PPA,Unnamed: 30_level_0_CrsPA,Unnamed: 31_level_0_PrgP,Unnamed: 32_level_0_Matches
804,Elif Elmas,mk MKD,FW,Torino,it Serie A,25-166,1999,2.7,64,74,86.5,963,211,35,39,89.7,21,23,91.3,5,5,100.0,0,0.2,0.3,-0.2,5,5,1,0,8,Matches
805,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,25-166,1999,0.5,13,16,81.3,169,66,8,9,88.9,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,2,Matches
806,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30-346,1994,7.9,376,449,83.7,6924,2396,138,151,91.4,203,223,91.0,29,58,50.0,0,0.1,0.3,-0.1,3,35,1,0,24,Matches
807,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,28-160,1996,17.5,1104,1197,92.2,17769,4835,544,572,95.1,496,529,93.8,49,70,70.0,1,0.4,0.3,+0.6,4,42,2,0,44,Matches
808,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32-306,1992,13.9,299,467,64.0,4898,1305,167,206,81.1,86,126,68.3,36,95,37.9,1,2.7,2.3,-1.7,18,20,15,8,40,Matches
809,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,28-023,1997,13.6,191,273,70.0,2711,604,115,155,74.2,58,72,80.6,11,18,61.1,4,4.3,2.1,-0.3,20,10,16,0,32,Matches
810,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22-034,2003,17.6,162,206,78.6,1990,221,99,124,79.8,45,51,88.2,2,2,100.0,2,2.1,0.3,-0.1,11,2,2,0,8,Matches
811,Emerson,br BRA,DF,Milan,it Serie A,26-054,1999,15.3,784,909,86.2,12560,3198,380,418,90.9,355,390,91.0,32,54,59.3,0,0.7,1.1,-0.7,15,44,14,5,68,Matches
812,Yunus Emre Konak,tr TUR,"MF,FW",Brentford,eng Premier League,19-058,2006,0.3,14,19,73.7,248,62,8,10,80.0,3,4,75.0,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
813,Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,21-045,2004,2.1,60,87,69.0,1002,318,29,40,72.5,23,31,74.2,4,5,80.0,1,0.3,0.3,+0.7,4,6,2,0,10,Matches
814,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,21-045,2004,3.3,99,150,66.0,1464,392,61,75,81.3,29,40,72.5,5,22,22.7,0,0.2,0.3,-0.2,5,13,4,1,14,Matches
815,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,32-028,1993,1.6,79,84,94.0,1254,294,40,42,95.2,31,32,96.9,5,5,100.0,0,0.0,0.0,0.0,1,8,1,0,9,Matches
816,Endrick,br BRA,FW,Real Madrid,es La Liga,18-231,2006,1.3,29,37,78.4,494,76,12,15,80.0,13,16,81.3,2,2,100.0,0,0.3,0.1,-0.3,2,1,1,0,5,Matches
817,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,24-030,2001,11.9,561,636,88.2,8691,2148,291,315,92.4,225,243,92.6,27,40,67.5,1,1.4,1.4,-0.4,11,37,2,0,50,Matches
818,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,21-182,2003,0.9,19,27,70.4,195,57,14,16,87.5,2,3,66.7,0,3,0.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
819,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,33-023,1992,7.1,367,453,81.0,6322,1946,193,208,92.8,125,152,82.2,38,76,50.0,1,2.1,1.6,-1.1,16,38,4,0,34,Matches
820,Martin Erlic,hr CRO,DF,Bologna,it Serie A,27-044,1998,3.2,198,217,91.2,4223,1313,49,52,94.2,120,128,93.8,27,34,79.4,0,0.0,0.0,0.0,0,12,0,0,11,Matches
821,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,30-047,1995,9.2,469,510,92.0,8210,3076,160,174,92.0,280,288,97.2,20,32,62.5,0,0.1,0.2,-0.1,3,10,0,0,25,Matches
822,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,33-063,1992,4.4,122,188,64.9,1957,965,65,75,86.7,50,80,62.5,6,23,26.1,0,0.0,0.1,0.0,1,15,0,0,15,Matches
823,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22-250,2002,17.2,316,537,58.8,4752,1893,172,240,71.7,91,147,61.9,30,68,44.1,0,1.6,1.5,-1.6,24,34,16,2,56,Matches
824,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19-300,2005,0.1,3,5,60.0,63,29,1,2,50.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
825,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27-045,1998,13.8,147,226,65.0,1865,318,82,116,70.7,45,62,72.6,3,6,50.0,2,1.2,1.3,+0.8,8,8,2,1,13,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
826,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19-360,2005,14.0,558,652,85.6,9672,2672,253,283,89.4,242,274,88.3,52,68,76.5,0,0.2,0.6,-0.2,9,59,7,0,60,Matches
827,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,29-115,1995,6.0,193,250,77.2,3307,1085,85,96,88.5,88,108,81.5,17,35,48.6,0,0.5,0.3,-0.5,5,23,1,0,26,Matches
828,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,27-047,1998,17.8,916,1096,83.6,13696,4194,548,588,93.2,297,357,83.2,50,98,51.0,1,1.8,1.7,-0.8,19,58,23,17,76,Matches
829,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,22-203,2002,0.0,1,2,50.0,10,3,1,1,100.0,0,0,,0,0,,0,0.0,0.1,0.0,0,0,0,0,0,Matches
830,Evanilson,br BRA,FW,Bournemouth,eng Premier League,25-154,1999,15.4,134,198,67.7,1638,331,90,123,73.2,27,40,67.5,7,8,87.5,0,1.1,1.3,-1.1,16,9,2,0,13,Matches
831,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,37-065,1988,3.2,174,196,88.8,2809,784,82,87,94.3,81,90,90.0,6,12,50.0,0,0.0,0.0,0.0,0,9,1,0,8,Matches
832,Edu Expósito,es ESP,"MF,FW",Espanyol,es La Liga,28-220,1996,1.7,35,70,50.0,712,297,12,14,85.7,16,27,59.3,6,20,30.0,0,0.3,0.4,-0.3,4,11,2,0,12,Matches
833,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26-253,1998,21.4,611,825,74.1,10320,2768,300,351,85.5,237,286,82.9,58,133,43.6,6,4.6,3.3,+1.4,49,41,29,3,80,Matches
834,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,23-082,2001,16.9,417,593,70.3,5232,1558,287,355,80.8,105,151,69.5,9,29,31.0,1,1.7,1.6,-0.7,21,32,15,2,55,Matches
835,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22-054,2003,9.3,119,164,72.6,1761,252,71,87,81.6,42,53,79.2,3,10,30.0,1,1.1,0.2,-0.1,6,10,4,1,11,Matches
836,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39-325,1985,11.9,304,454,67.0,8756,6129,53,53,100.0,147,148,99.3,104,252,41.3,0,0.0,0.0,0.0,0,4,0,0,0,Matches
837,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,23-126,2001,17.7,428,572,74.8,6049,1609,243,274,88.7,137,188,72.9,22,40,55.0,3,3.9,1.9,-0.9,22,13,24,5,35,Matches
838,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26-340,1998,21.3,897,1038,86.4,16687,5703,346,369,93.8,474,502,94.4,76,150,50.7,0,0.1,0.4,-0.1,3,62,5,0,60,Matches
839,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24-025,2001,1.8,88,113,77.9,1367,442,42,49,85.7,29,35,82.9,10,20,50.0,0,0.1,0.2,-0.1,2,6,2,0,9,Matches
840,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,24-025,2001,6.3,370,418,88.5,6360,1203,168,182,92.3,168,182,92.3,27,43,62.8,0,0.1,0.5,-0.1,4,36,8,0,41,Matches
841,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26-238,1998,8.6,268,323,83.0,4023,1104,159,180,88.3,82,95,86.3,17,28,60.7,2,1.9,1.8,+0.1,10,30,7,1,38,Matches
842,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29-331,1995,28.0,540,853,63.3,16190,12510,92,92,100.0,244,249,98.0,202,505,40.0,0,0.0,0.0,0.0,0,12,0,0,0,Matches
843,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,33-135,1991,2.9,65,94,69.1,1056,387,34,39,87.2,23,37,62.2,6,13,46.2,0,0.1,0.1,-0.1,2,6,3,3,3,Matches
844,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,21-001,2004,6.4,123,197,62.4,2150,601,59,81,72.8,45,59,76.3,16,33,48.5,2,1.6,1.4,+0.4,6,7,7,2,17,Matches
845,Ansu Fati,es ESP,FW,Barcelona,es La Liga,22-129,2002,1.4,53,63,84.1,607,86,40,42,95.2,10,13,76.9,1,3,33.3,0,0.1,0.2,-0.1,1,2,3,0,3,Matches
846,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20-273,2004,7.2,295,343,86.0,5266,1302,134,148,90.5,125,138,90.6,31,44,70.5,0,0.2,0.3,-0.2,5,26,2,0,34,Matches
847,Jacopo Fazzini,it ITA,"MF,FW",Empoli,it Serie A,21-358,2003,8.5,161,219,73.5,2474,726,84,100,84.0,60,76,78.9,9,19,47.4,0,0.2,0.3,-0.2,5,14,2,0,24,Matches
848,Peter Federico,do DOM,"MF,FW",Getafe,es La Liga,22-227,2002,3.7,58,79,73.4,866,241,29,36,80.6,22,28,78.6,3,5,60.0,0,0.1,0.2,-0.1,3,1,4,2,5,Matches
849,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31-234,1993,2.0,67,82,81.7,1052,381,38,43,88.4,20,23,87.0,6,10,60.0,1,0.5,0.8,+0.5,6,5,6,2,10,Matches
850,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23-326,2001,9.1,171,244,70.1,2227,692,118,148,79.7,43,58,74.1,5,14,35.7,3,1.0,0.7,+2.0,9,10,2,0,16,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
851,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27-352,1997,0.1,9,10,90.0,162,40,3,3,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
852,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,25-119,1999,4.1,171,199,85.9,2588,663,95,105,90.5,62,68,91.2,10,15,66.7,1,1.0,0.5,0.0,6,22,8,0,26,Matches
853,João Félix,pt POR,MF,Milan,it Serie A,25-119,1999,4.2,114,145,78.6,1724,614,78,90,86.7,27,31,87.1,8,12,66.7,0,0.5,0.9,-0.5,4,14,5,0,22,Matches
854,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,34-035,1991,19.2,1039,1174,88.5,17378,5583,522,551,94.7,437,487,89.7,69,104,66.3,1,1.1,1.8,-0.1,13,88,19,11,88,Matches
855,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,20-141,2004,0.8,15,19,78.9,171,11,12,16,75.0,2,2,100.0,0,0,,0,0.2,0.2,-0.2,1,0,0,0,0,Matches
856,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,20-141,2004,2.7,43,58,74.1,484,44,31,36,86.1,8,11,72.7,1,4,25.0,0,0.4,0.4,-0.4,3,1,0,0,1,Matches
857,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,25-197,1999,4.9,253,287,88.2,4469,1050,107,116,92.2,124,135,91.9,20,25,80.0,0,0.7,0.5,-0.7,8,33,4,0,28,Matches
858,Zinedine Ferhat,dz ALG,FW,Angers,fr Ligue 1,32-008,1993,6.5,199,301,66.1,3164,1012,107,131,81.7,62,99,62.6,21,45,46.7,0,1.8,1.5,-1.8,11,12,9,2,27,Matches
859,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,30-182,1994,24.4,1205,1617,74.5,21070,7456,589,684,86.1,432,543,79.6,144,282,51.1,7,5.7,5.3,+1.3,59,145,52,8,219,Matches
860,Edimilson Fernandes,ch SUI,MF,Brest,fr Ligue 1,28-328,1996,8.9,348,403,86.4,6117,1308,149,164,90.9,158,175,90.3,33,45,73.3,1,0.5,0.3,+0.5,6,26,1,0,27,Matches
861,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20-242,2004,23.3,794,999,79.5,13517,3204,378,436,86.7,304,352,86.4,78,142,54.9,2,2.0,2.6,0.0,24,66,15,3,101,Matches
862,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26-330,1998,7.3,185,293,63.1,4960,3505,44,44,100.0,92,93,98.9,49,155,31.6,0,0.1,0.0,-0.1,1,6,0,0,0,Matches
863,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-051,2001,21.8,1105,1357,81.4,19259,5271,527,586,89.9,433,509,85.1,115,185,62.2,4,4.8,4.9,-0.8,50,111,27,3,144,Matches
864,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22-249,2002,4.5,49,79,62.0,570,94,34,46,73.9,9,21,42.9,2,2,100.0,0,0.1,0.1,-0.1,3,3,3,0,6,Matches
865,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,25-106,1999,2.6,59,68,86.8,756,170,40,46,87.0,12,14,85.7,3,3,100.0,0,0.0,0.1,0.0,0,1,2,1,3,Matches
866,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20-034,2005,5.2,98,136,72.1,1511,317,49,65,75.4,40,47,85.1,5,10,50.0,1,1.1,0.7,-0.1,6,4,4,0,10,Matches
867,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32-362,1992,12.6,666,755,88.2,11963,3219,284,309,91.9,289,313,92.3,77,106,72.6,1,0.5,0.9,+0.5,8,69,4,3,89,Matches
868,Daniel Fila,cz CZE,FW,Venezia,it Serie A,22-200,2002,1.7,27,32,84.4,337,78,15,18,83.3,9,11,81.8,0,0,,0,0.0,0.1,0.0,2,3,3,0,5,Matches
869,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26-269,1998,0.1,2,4,50.0,18,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
870,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,24-148,2000,18.2,637,830,76.7,10933,3414,290,344,84.3,286,361,79.2,49,80,61.3,0,0.3,0.6,-0.3,7,44,12,2,62,Matches
871,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31-269,1993,26.4,957,1280,74.8,27237,18133,122,125,97.6,534,549,97.3,301,600,50.2,1,0.2,0.1,+0.8,2,36,2,0,0,Matches
872,Mateo Flores,es ESP,MF,Betis,es La Liga,20-336,2004,1.6,47,59,79.7,794,217,24,29,82.8,20,23,87.0,3,5,60.0,0,0.0,0.0,0.0,0,3,1,1,7,Matches
873,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24-285,2000,17.9,723,853,84.8,11294,2433,430,470,91.5,219,245,89.4,61,102,59.8,2,4.7,5.1,-2.7,41,39,35,5,94,Matches
874,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19-343,2005,12.5,337,442,76.2,4767,1110,212,244,86.9,105,134,78.4,10,24,41.7,4,2.5,2.9,+1.5,14,19,22,10,36,Matches
875,Rayan Fofana,fr FRA,"FW,MF",Lens,fr Ligue 1,19-025,2006,0.3,5,8,62.5,59,0,3,3,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
876,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29-306,1995,4.9,250,279,89.6,3880,1020,137,149,91.9,96,102,94.1,11,17,64.7,1,0.7,0.7,+0.3,10,26,8,2,39,Matches
877,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-082,2000,11.3,630,703,89.6,10682,2949,264,283,93.3,338,367,92.1,22,35,62.9,0,0.4,0.2,-0.4,5,44,1,0,25,Matches
878,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,24-200,2000,24.0,496,729,68.0,14445,10292,68,68,100.0,246,252,97.6,181,406,44.6,0,0.1,0.0,-0.1,1,6,0,0,0,Matches
879,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26-058,1999,21.8,992,1150,86.3,17259,5700,423,484,87.4,484,527,91.8,70,111,63.1,4,2.4,1.6,+1.6,17,119,17,1,145,Matches
880,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29-042,1996,19.6,608,851,71.4,11244,5039,243,286,85.0,285,365,78.1,68,150,45.3,1,1.3,2.1,-0.3,13,60,13,9,55,Matches
881,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,27-030,1998,5.4,127,171,74.3,1935,487,59,68,86.8,49,65,75.4,9,16,56.3,0,0.6,0.5,-0.6,3,11,5,2,18,Matches
882,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,27-030,1998,0.4,10,14,71.4,134,39,5,7,71.4,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
883,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,27-042,1998,2.3,118,141,83.7,1963,594,61,68,89.7,45,52,86.5,10,15,66.7,0,0.3,0.1,-0.3,1,13,2,0,17,Matches
884,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,20-355,2004,2.6,56,87,64.4,739,228,36,48,75.0,18,25,72.0,1,5,20.0,0,0.0,0.1,0.0,1,2,3,1,8,Matches
885,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,29-015,1996,11.6,435,569,76.4,7216,2719,219,254,86.2,160,208,76.9,42,68,61.8,0,2.1,2.3,-2.1,24,51,27,8,85,Matches
886,Omari Forson,eng ENG,"MF,FW",Monza,it Serie A,20-232,2004,0.8,34,43,79.1,500,97,20,22,90.9,12,14,85.7,2,4,50.0,0,0.0,0.1,0.0,0,3,2,0,3,Matches
887,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,36-357,1988,7.0,168,198,84.8,3349,2105,54,55,98.2,86,90,95.6,23,47,48.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
888,Héctor Fort,es ESP,DF,Barcelona,es La Liga,18-219,2006,4.2,278,310,89.7,3963,909,156,163,95.7,92,105,87.6,11,13,84.6,0,0.7,1.2,-0.7,6,17,1,0,15,Matches
889,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,31-351,1993,18.9,734,953,77.0,11580,4299,397,427,93.0,297,381,78.0,32,90,35.6,0,0.3,0.8,-0.3,5,63,12,3,73,Matches
890,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-056,1998,7.0,363,422,86.0,6438,2487,148,159,93.1,181,201,90.0,27,48,56.3,0,0.2,0.6,-0.2,3,23,5,0,42,Matches
891,Alejandro Francés,es ESP,DF,Girona,es La Liga,22-220,2002,7.9,450,530,84.9,8350,2340,178,196,90.8,222,236,94.1,47,79,59.5,0,0.0,0.4,0.0,2,38,5,2,38,Matches
892,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29-331,1995,15.4,875,1092,80.1,13489,5466,479,543,88.2,319,374,85.3,48,96,50.0,2,2.5,2.9,-0.5,20,90,36,10,117,Matches
893,Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,28-011,1997,6.8,158,225,70.2,2513,1004,71,88,80.7,69,93,74.2,11,26,42.3,0,0.1,0.1,-0.1,2,5,2,2,12,Matches
894,Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,31-013,1994,3.4,77,103,74.8,1121,208,43,46,93.5,28,40,70.0,3,10,30.0,0,0.1,0.1,-0.1,2,3,1,0,8,Matches
895,Davide Frattesi,it ITA,MF,Inter,it Serie A,25-138,1999,9.3,220,264,83.3,3254,671,125,138,90.6,83,97,85.6,10,13,76.9,1,0.7,0.7,+0.3,3,17,4,0,24,Matches
896,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23-336,2001,26.5,822,971,84.7,12489,2571,426,472,90.3,331,377,87.8,32,52,61.5,0,0.6,0.6,-0.6,9,62,9,0,82,Matches
897,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-064,1998,3.7,115,169,68.0,1871,620,60,66,90.9,44,62,71.0,8,32,25.0,0,0.1,0.0,-0.1,4,8,1,0,10,Matches
898,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32-328,1992,26.6,1311,1490,88.0,21700,5667,604,650,92.9,603,661,91.2,76,121,62.8,2,1.3,1.3,+0.7,29,158,21,4,162,Matches
899,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26-358,1998,15.9,909,1006,90.4,18869,6388,226,241,93.8,568,595,95.5,108,153,70.6,0,0.2,0.4,-0.2,3,41,5,1,49,Matches
900,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,29-086,1995,10.5,606,680,89.1,10606,3612,246,257,95.7,317,333,95.2,37,75,49.3,1,0.6,0.4,+0.4,2,22,1,0,35,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
901,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,24-089,2000,18.8,490,642,76.3,7172,1641,276,318,86.8,177,228,77.6,18,47,38.3,4,3.5,3.4,+0.5,22,21,22,12,40,Matches
902,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28-017,1997,19.5,340,496,68.5,4859,1365,200,248,80.6,104,146,71.2,20,38,52.6,3,3.1,2.0,-0.1,25,17,27,13,40,Matches
903,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,22-056,2003,0.1,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
904,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,27-059,1998,15.7,569,722,78.8,8080,2353,349,391,89.3,177,225,78.7,28,61,45.9,2,2.5,4.2,-0.5,23,28,34,8,71,Matches
905,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,de Bundesliga,20-335,2004,0.5,5,7,71.4,49,13,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
906,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,28-201,1996,10.3,441,569,77.5,6490,1758,246,284,86.6,134,170,78.8,31,63,49.2,1,2.6,2.5,-1.6,20,28,25,7,62,Matches
907,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-028,1993,4.1,53,77,68.8,723,93,29,39,74.4,17,27,63.0,2,4,50.0,1,1.0,0.2,0.0,7,3,1,0,4,Matches
908,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,30-048,1995,1.0,3,7,42.9,43,0,1,4,25.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
909,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,27-138,1997,7.6,299,388,77.1,4794,1271,161,179,89.9,95,123,77.2,29,54,53.7,0,1.1,0.9,-1.1,20,25,16,4,41,Matches
910,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-139,1999,15.0,897,990,90.6,18037,5428,248,263,94.3,554,578,95.8,89,132,67.4,0,0.2,0.2,-0.2,2,72,1,1,70,Matches
911,Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30-242,1994,1.2,23,40,57.5,358,80,11,17,64.7,12,13,92.3,0,2,0.0,1,0.8,0.2,+0.2,4,2,1,0,5,Matches
912,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24-308,2000,9.1,199,282,70.6,3266,816,106,134,79.1,60,88,68.2,25,37,67.6,2,0.9,1.3,+1.1,16,21,12,0,32,Matches
913,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,30-336,1994,1.1,50,54,92.6,865,240,23,24,95.8,22,24,91.7,3,4,75.0,0,0.2,0.0,-0.2,1,6,0,0,6,Matches
914,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25-306,1999,15.7,368,482,76.3,5200,1312,229,264,86.7,109,161,67.7,16,28,57.1,3,3.5,2.7,-0.5,30,21,22,6,44,Matches
915,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-110,1994,12.2,532,644,82.6,7858,2123,316,346,91.3,165,207,79.7,37,58,63.8,2,2.7,1.9,-0.7,9,28,12,7,30,Matches
916,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,31-215,1993,11.6,498,602,82.7,9467,2802,175,204,85.8,269,292,92.1,49,86,57.0,2,2.1,2.3,-0.1,21,73,17,3,103,Matches
917,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-031,2000,11.9,453,532,85.2,6026,1337,291,315,92.4,133,158,84.2,10,24,41.7,1,0.5,0.6,+0.5,8,29,9,1,36,Matches
918,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-063,2000,19.5,587,868,67.6,11200,4868,226,273,82.8,280,390,71.8,75,171,43.9,2,2.4,2.2,-0.4,33,55,24,19,75,Matches
919,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,31-320,1993,0.5,16,19,84.2,277,175,7,7,100.0,7,7,100.0,2,5,40.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
920,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,35-136,1989,1.7,54,89,60.7,1026,414,28,29,96.6,16,31,51.6,10,27,37.0,0,0.2,0.3,-0.2,3,2,2,1,4,Matches
